A  	Element	Z  	N  	Par. Elevel	Unc. 	JPi       	Dec Mode	T1/2 (txt)    	T1/2 (num)        	Daughter	Radiation	Rad subtype 	Rad Ene.  	Unc       	EP Ene.   	Unc       	Rad Int.  	Unc       	Dose        	Unc       
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	173.78   	10 	       	   	0.25      	8   	4.3E-4     	14 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	174.6    	   	       	   	0.013     	14  	2.3E-5     	24 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	206.8    	   	       	   	0.007     	7   	1.3E-5     	14 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	214.1    	   	       	   	0.007     	7   	1.4E-5     	15 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	234.1    	   	       	   	0.013     	14  	3.E-5      	3  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	249.33   	12 	       	   	0.069     	23  	1.7E-4     	6  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	250.2    	   	       	   	0.007     	7   	1.6E-5     	17 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	269.57   	10 	       	   	0.52      	16  	0.0014     	4  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	270.2    	   	       	   	0.013     	14  	4.E-5      	4  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	276.7    	   	       	   	0.007     	7   	1.8E-5     	19 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	277.63   	10 	       	   	0.26      	8   	7.3E-4     	23 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	307.2    	   	       	   	0.020     	20  	6.E-5      	6  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	307.8    	2  	       	   	1.4       	5   	0.0044     	16 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	308.6    	2  	       	   	2.2       	8   	0.0068     	24 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	314.5    	   	       	   	0.007     	7   	2.0E-5     	21 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	334.5    	   	       	   	0.013     	14  	4.E-5      	5  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	397.49   	11 	       	   	0.10      	3   	4.0E-4     	13 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	405.01   	17 	       	   	0.21      	7   	9.E-4      	3  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	405.8    	   	       	   	0.007     	7   	3.E-5      	3  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	423.35   	26 	       	   	0.18      	6   	8.E-4      	3  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	424.0    	   	       	   	0.007     	7   	3.E-5      	3  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	425.84   	10 	       	   	13        	4   	0.055      	17 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	431.3    	   	       	   	0.007     	7   	3.E-5      	3  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	433.14   	10 	       	   	2.5       	8   	0.011      	3  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	444.08   	10 	       	   	0.57      	18  	0.0025     	8  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	451.3    	   	       	   	0.013     	14  	6.E-5      	6  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	451.42   	10 	       	   	1.1       	3   	0.0048     	15 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	483.98   	10 	       	   	0.25      	8   	0.0012     	4  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	484.3    	   	       	   	0.013     	14  	6.E-5      	7  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	Annihil.   	511.0    	   	       	   	1.9       	6   	           	   
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	545.12   	11 	       	   	0.14      	4   	7.4E-4     	24 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	548.4    	3  	       	   	0.038     	15  	2.1E-4     	8  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	558.0    	   	       	   	0.020     	20  	1.1E-4     	11 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	577.97   	10 	       	   	4.5       	14  	0.026      	8  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	583.9    	   	       	   	0.013     	14  	8.E-5      	8  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	585.24   	17 	       	   	0.49      	16  	0.0029     	9  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	585.24   	17 	       	   	0.42      	14  	0.0024     	8  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	639.92   	10 	       	   	0.9       	3   	0.0056     	18 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	645.41   	12 	       	   	0.15      	5   	1.0E-3     	3  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	658.00   	11 	       	   	0.10      	3   	6.8E-4     	23 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	674.28   	17 	       	   	1.5       	5   	0.010      	3  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	675.0    	   	       	   	0.020     	20  	1.3E-4     	14 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	676.75   	24 	       	   	0.60      	19  	0.0040     	13 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	700.7    	   	       	   	0.007     	7   	5.E-5      	5  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	701.53   	10 	       	   	1.0       	3   	0.0072     	23 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	740.05   	18 	       	   	0.031     	11  	2.3E-4     	8  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	758.57   	11 	       	   	0.12      	4   	9.E-4      	3  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	771.23   	12 	       	   	0.09      	3   	6.6E-4     	22 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	792.06   	10 	       	   	1.8       	6   	0.014      	4  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	831.29   	19 	       	   	0.052     	17  	4.3E-4     	14 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	848.8    	   	       	   	0.007     	7   	6.E-5      	6  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	851.9    	4  	       	   	0.029     	13  	2.4E-4     	11 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	857.18   	10 	       	   	2.1       	7   	0.018      	6  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	875.3    	   	       	   	0.007     	7   	6.E-5      	6  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	892.47   	10 	       	   	1.1       	4   	0.010      	3  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	901.61   	10 	       	   	0.38      	12  	0.0034     	11 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	982.75   	10 	       	   	1.3       	4   	0.012      	4  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1009.35  	10 	       	   	0.40      	13  	0.0040     	13 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1108.0   	2  	       	   	0.09      	3   	0.0010     	4  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1130.1   	3  	       	   	0.062     	21  	7.1E-4     	23 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1145.2   	2  	       	   	0.10      	3   	0.0012     	4  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1254.51  	17 	       	   	0.46      	16  	0.0057     	20 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1255.73  	12 	       	   	0.33      	12  	0.0041     	15 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1285.59  	10 	       	   	0.8       	3   	0.011      	3  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1385.35  	10 	       	   	1.3       	4   	0.017      	6  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1411.34  	10 	       	   	4.6       	15  	0.064      	21 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1429.59  	10 	       	   	0.9       	3   	0.013      	4  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1437.67  	10 	       	   	0.60      	19  	0.009      	3  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1541.68  	11 	       	   	0.22      	7   	0.0033     	11 
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1563.42  	12 	       	   	0.077     	25  	0.0012     	4  
197	TL     	81	116	0.0        	    	1/2+      	EC      	2.84 H 4      	10224             	197HG   	G        	           	1693.67  	10 	       	   	0.69      	22  	0.012      	4  
198	TL     	81	117	742.3      	4   	(10-)     	IT      	32.1 MS 10    	0.0321            	198TL   	G        	XR l       	10.3     	   	       	   	61        	3   	0.0063     	3  
198	TL     	81	117	742.3      	4   	(10-)     	IT      	32.1 MS 10    	0.0321            	198TL   	G        	           	23.1     	1  	       	   	0.085     	17  	2.0E-5     	4  
198	TL     	81	117	742.3      	4   	(10-)     	IT      	32.1 MS 10    	0.0321            	198TL   	G        	XR ka2     	70.832   	   	       	   	21.3      	9   	0.0151     	6  
198	TL     	81	117	742.3      	4   	(10-)     	IT      	32.1 MS 10    	0.0321            	198TL   	G        	XR ka1     	72.873   	   	       	   	35.8      	14  	0.0261     	10 
198	TL     	81	117	742.3      	4   	(10-)     	IT      	32.1 MS 10    	0.0321            	198TL   	G        	XR kb3     	82.115   	   	       	   	4.32      	17  	0.00354    	14 
198	TL     	81	117	742.3      	4   	(10-)     	IT      	32.1 MS 10    	0.0321            	198TL   	G        	XR kb1     	82.574   	   	       	   	8.3       	3   	0.0068     	3  
198	TL     	81	117	742.3      	4   	(10-)     	IT      	32.1 MS 10    	0.0321            	198TL   	G        	XR kb2     	84.865   	   	       	   	3.01      	12  	0.00256    	10 
198	TL     	81	117	742.3      	4   	(10-)     	IT      	32.1 MS 10    	0.0321            	198TL   	G        	           	198.8    	2  	       	   	20.6      	6   	0.0410     	12 
198	TL     	81	117	742.3      	4   	(10-)     	IT      	32.1 MS 10    	0.0321            	198TL   	G        	           	259.5    	1  	       	   	6.3       	13  	0.016      	3  
198	TL     	81	117	742.3      	4   	(10-)     	IT      	32.1 MS 10    	0.0321            	198TL   	G        	           	260.9    	3  	       	   	2.76      	9   	0.00720    	23 
198	TL     	81	117	742.3      	4   	(10-)     	IT      	32.1 MS 10    	0.0321            	198TL   	G        	           	282.8    	2  	       	   	62        	6   	0.174      	17 
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	XR l       	9.99     	   	       	   	30        	5   	0.0030     	5  
198	TL     	81	117	543.5      	4   	7+        	IT      	1.87 H 3      	6732              	198TL   	G        	XR l       	10.3     	   	       	   	17.3      	17  	0.00178    	18 
198	TL     	81	117	543.5      	4   	7+        	IT      	1.87 H 3      	6732              	198TL   	G        	           	23.1     	1  	       	   	0.037     	6   	8.6E-6     	15 
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	47.74    	5  	       	   	0.25      	8   	1.2E-4     	4  
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	XR ka2     	68.894   	   	       	   	14        	3   	0.0098     	23 
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	XR ka1     	70.818   	   	       	   	24        	6   	0.017      	4  
198	TL     	81	117	543.5      	4   	7+        	IT      	1.87 H 3      	6732              	198TL   	G        	XR ka2     	70.832   	   	       	   	8.2       	10  	0.0058     	7  
198	TL     	81	117	543.5      	4   	7+        	IT      	1.87 H 3      	6732              	198TL   	G        	XR ka1     	72.873   	   	       	   	13.8      	16  	0.0100     	12 
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	XR kb3     	79.824   	   	       	   	2.9       	7   	0.0023     	5  
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	XR kb1     	80.225   	   	       	   	5.5       	13  	0.0044     	10 
198	TL     	81	117	543.5      	4   	7+        	IT      	1.87 H 3      	6732              	198TL   	G        	XR kb3     	82.115   	   	       	   	1.66      	20  	0.00137    	16 
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	XR kb2     	82.473   	   	       	   	2.0       	5   	0.0017     	4  
198	TL     	81	117	543.5      	4   	7+        	IT      	1.87 H 3      	6732              	198TL   	G        	XR kb1     	82.574   	   	       	   	3.2       	4   	0.0026     	3  
198	TL     	81	117	543.5      	4   	7+        	IT      	1.87 H 3      	6732              	198TL   	G        	XR kb2     	84.865   	   	       	   	1.16      	14  	9.8E-4     	12 
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	149.3    	3  	       	   	0.16      	5   	2.3E-4     	8  
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	215.6    	3  	       	   	1.30      	22  	0.0028     	5  
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	226.2    	3  	       	   	5.5       	8   	0.0125     	19 
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	227.5    	2  	       	   	1.5       	3   	0.0033     	6  
198	TL     	81	117	543.5      	4   	7+        	IT      	1.87 H 3      	6732              	198TL   	G        	           	259.6    	3  	       	   	2.8       	5   	0.0072     	12 
198	TL     	81	117	543.5      	4   	7+        	IT      	1.87 H 3      	6732              	198TL   	G        	           	260.9    	3  	       	   	1.25      	23  	0.0033     	6  
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	274.0    	3  	       	   	1.57      	23  	0.0043     	6  
198	TL     	81	117	543.5      	4   	7+        	IT      	1.87 H 3      	6732              	198TL   	G        	           	282.8    	2  	       	   	27        	3   	0.077      	9  
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	292.7    	5  	       	   	0.22      	8   	6.3E-4     	24 
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	375.9    	6  	       	   	0.80      	17  	0.0030     	6  
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	390.4    	3  	       	   	1.74      	23  	0.0068     	9  
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	411.8    	2  	       	   	59        	6   	0.243      	24 
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	423.3    	4  	       	   	1.12      	17  	0.0047     	7  
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	441.8    	3  	       	   	2.3       	3   	0.0101     	15 
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	489.6    	3  	       	   	4.7       	5   	0.023      	3  
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	Annihil.   	511.0    	   	       	   	1.9       	8   	           	   
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	519.2    	3  	       	   	3.7       	5   	0.0191     	24 
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	567.0    	5  	       	   	0.22      	8   	0.0012     	5  
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	587.2    	2  	       	   	54.2      	    	0.318      	   
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	606.0    	10 	       	   	0.28      	11  	0.0017     	7  
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	636.7    	2  	       	   	59        	6   	0.38       	4  
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	767.3    	3  	       	   	1.15      	17  	0.0089     	13 
198	TL     	81	117	543.5      	4   	7+        	EC      	1.87 H 3      	6732              	198HG   	G        	           	832.9    	4  	       	   	0.47      	8   	0.0039     	7  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	XR l       	9.99     	   	       	   	28.9      	14  	0.00288    	14 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	XR ka2     	68.894   	   	       	   	22.2      	8   	0.0153     	6  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	XR ka1     	70.818   	   	       	   	37.4      	14  	0.0265     	10 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	XR kb3     	79.824   	   	       	   	4.51      	16  	0.00360    	13 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	XR kb1     	80.225   	   	       	   	8.6       	3   	0.0069     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	XR kb2     	82.473   	   	       	   	3.12      	12  	0.00258    	10 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	234.8    	2  	       	   	0.43      	8   	0.00102    	18 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	238.3    	2  	       	   	0.24      	6   	5.8E-4     	14 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	318.9    	4  	       	   	0.05      	3   	1.7E-4     	9  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	318.9    	4  	       	   	0.05      	3   	1.7E-4     	9  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	325.0    	4  	       	   	0.09      	3   	2.9E-4     	11 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	325.0    	4  	       	   	0.09      	3   	2.9E-4     	11 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	331.6    	2  	       	   	0.57      	9   	0.0019     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	336.5    	4  	       	   	0.07      	3   	2.5E-4     	11 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	350.6    	4  	       	   	0.08      	3   	2.7E-4     	10 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	350.6    	4  	       	   	0.08      	3   	2.7E-4     	10 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	370.8    	3  	       	   	0.29      	5   	0.00106    	19 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	376.8    	5  	       	   	0.19      	5   	7.2E-4     	17 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	411.8    	2  	       	   	80        	10  	0.33       	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	437.2    	3  	       	   	0.18      	5   	7.9E-4     	20 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	449.0    	3  	       	   	0.12      	4   	5.2E-4     	20 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	480.8    	2  	       	   	0.40      	6   	0.0019     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	497.9    	3  	       	   	0.21      	5   	0.00106    	23 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	503.9    	3  	       	   	0.08      	3   	4.3E-4     	17 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	Annihil.   	511.0    	   	       	   	1.55      	13  	           	   
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	513.6    	3  	       	   	0.25      	6   	0.0013     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	525.9    	3  	       	   	0.32      	5   	0.0017     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	550.2    	4  	       	   	0.10      	3   	5.5E-4     	18 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	564.0    	3  	       	   	0.30      	6   	0.0017     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	587.2    	3  	       	   	0.19      	5   	0.0011     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	596.8    	2  	       	   	0.98      	14  	0.0058     	8  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	621.0    	5  	       	   	0.07      	3   	4.6E-4     	20 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	636.7    	2  	       	   	9.9       	11  	0.063      	7  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	664.5    	6  	       	   	0.13      	3   	8.5E-4     	23 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	675.8    	2  	       	   	10.6      	    	0.072      	   
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	712.1    	4  	       	   	0.07      	3   	4.9E-4     	19 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	745.0    	8  	       	   	0.13      	5   	9.E-4      	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	747.5    	8  	       	   	0.07      	4   	6.E-4      	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	758.0    	10 	       	   	0.38      	10  	0.0029     	8  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	759.6    	3  	       	   	1.41      	18  	0.0107     	14 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	771.2    	4  	       	   	0.15      	3   	0.00114    	20 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	786.3    	4  	       	   	0.28      	5   	0.0022     	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	789.6    	4  	       	   	0.48      	7   	0.0038     	5  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	798.7    	3  	       	   	1.04      	12  	0.0083     	10 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	810.4    	4  	       	   	0.17      	4   	0.0014     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	853.0    	4  	       	   	0.14      	3   	0.0012     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	876.8    	3  	       	   	0.27      	4   	0.0023     	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	884.0    	5  	       	   	0.08      	4   	7.E-4      	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	898.5    	4  	       	   	0.06      	3   	6.E-4      	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	911.7    	5  	       	   	0.08      	3   	8.E-4      	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	922.7    	6  	       	   	0.19      	4   	0.0018     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	941.4    	3  	       	   	0.60      	8   	0.0057     	7  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	951.7    	5  	       	   	0.056     	22  	5.3E-4     	21 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	951.7    	5  	       	   	0.056     	22  	5.3E-4     	21 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	989.7    	3  	       	   	0.70      	9   	0.0069     	9  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1007.6   	3  	       	   	2.7       	4   	0.027      	4  
